2191,27.94, 49
Vazao | Tempo: 684032, Pulsos: 0, PWMooler: 4
684691,36.00, 88
Vazao | Tempo: 684692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 685032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 685532, Pulsos: 0, PWMooler: 4
686191,36.00, 89
Vazao | Tempo: 686192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 686532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 687032, Pulsos: 0, PWMooler: 4
687691,36.06, 88
Vazao | Tempo: 687692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 688032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 688532, Pulsos: 0, PWMooler: 4
689191,36.06, 88
Vazao | Tempo: 689192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 689532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 690032, Pulsos: 0, PWMooler: 4
690691,36.06, 88
Vazao | Tempo: 690692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 691032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 691532, Pulsos: 0, PWMooler: 4
692191,36.06, 89
Vazao | Tempo: 692192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 692532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 693032, Pulsos: 0, PWMooler: 4
693691,36.12, 88
Vazao | Tempo: 693692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 694032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 694532, Pulsos: 0, PWMooler: 4
695191,36.12, 88
Vazao | Tempo: 695192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 695532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 696032, Pulsos: 0, PWMooler: 4
696691,36.12, 89
Vazao | Tempo: 696692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 697032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 697532, Pulsos: 0, PWMooler: 4
698191,36.12, 89
Vazao | Tempo: 698192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 698532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 699032, Pulsos: 0, PWMooler: 4
699691,36.12, 89
Vazao | Tempo: 699692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 700032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 700532, Pulsos: 0, PWMooler: 4
701191,36.19, 89
Vazao | Tempo: 701192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 701532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 702032, Pulsos: 0, PWMooler: 4
702691,36.19, 89
Vazao | Tempo: 702692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 703032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 703532, Pulsos: 0, PWMooler: 4
704191,36.19, 89
Vazao | Tempo: 704192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 704532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 705032, Pulsos: 0, PWMooler: 4
705691,36.19, 89
Vazao | Tempo: 705692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 706032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 706532, Pulsos: 0, PWMooler: 4
707191,36.25, 89
Vazao | Tempo: 707192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 707532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 708032, Pulsos: 0, PWMooler: 4
708691,36.25, 89
Vazao | Tempo: 708692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 709032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 709532, Pulsos: 0, PWMooler: 4
710191,36.25, 89
Vazao | Tempo: 710192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 710532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 711032, Pulsos: 0, PWMooler: 4
711691,36.25, 89
Vazao | Tempo: 711692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 712032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 712532, Pulsos: 0, PWMooler: 4
713191,36.25, 89
Vazao | Tempo: 713192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 713532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 714032, Pulsos: 0, PWMooler: 4
714691,36.25, 89
Vazao | Tempo: 714692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 715032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 715532, Pulsos: 0, PWMooler: 4
716191,36.31, 89
Vazao | Tempo: 716192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 716532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 717032, Pulsos: 0, PWMooler: 4
717691,36.31, 89
Vazao | Tempo: 717692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 718032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 718532, Pulsos: 0, PWMooler: 4
719191,36.31, 89
Vazao | Tempo: 719192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 719532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 720032, Pulsos: 0, PWMooler: 4
720691,36.31, 89
Vazao | Tempo: 720692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 721032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 721532, Pulsos: 0, PWMooler: 4
722191,36.31, 89
Vazao | Tempo: 722192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 722532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 723032, Pulsos: 0, PWMooler: 4
723691,36.31, 89
Vazao | Tempo: 723692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 724032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 724532, Pulsos: 0, PWMooler: 4
725191,36.38, 89
Vazao | Tempo: 725192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 725532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 726032, Pulsos: 0, PWMooler: 4
726691,36.38, 89
Vazao | Tempo: 726692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 727032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 727532, Pulsos: 0, PWMooler: 4
728191,36.38, 89
Vazao | Tempo: 728192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 728532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 729032, Pulsos: 0, PWMooler: 4
729691,36.38, 89
Vazao | Tempo: 729692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 730032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 730532, Pulsos: 0, PWMooler: 4
731191,36.38, 89
Vazao | Tempo: 731192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 731532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 732032, Pulsos: 0, PWMooler: 4
732691,36.44, 89
Vazao | Tempo: 732692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 733032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 733532, Pulsos: 0, PWMooler: 4
734191,36.44, 89
Vazao | Tempo: 734192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 734532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 735032, Pulsos: 0, PWMooler: 4
735691,36.44, 89
Vazao | Tempo: 735692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 736032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 736532, Pulsos: 0, PWMooler: 4
737191,36.44, 89
Vazao | Tempo: 737192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 737532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 738032, Pulsos: 0, PWMooler: 4
738691,36.44, 89
Vazao | Tempo: 738692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 739032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 739532, Pulsos: 0, PWMooler: 4
740191,36.50, 89
Vazao | Tempo: 740192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 740532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 741032, Pulsos: 0, PWMooler: 4
741691,36.50, 89
Vazao | Tempo: 741692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 742032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 742532, Pulsos: 0, PWMooler: 4
743191,36.50, 89
Vazao | Tempo: 743192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 743532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 744032, Pulsos: 0, PWMooler: 4
744691,36.50, 89
Vazao | Tempo: 744692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 745032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 745532, Pulsos: 0, PWMooler: 4
746191,36.50, 90
Vazao | Tempo: 746192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 746532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 747032, Pulsos: 0, PWMooler: 4
747691,36.56, 89
Vazao | Tempo: 747692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 748032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 748532, Pulsos: 0, PWMooler: 4
749191,36.56, 89
Vazao | Tempo: 749192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 749532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 750032, Pulsos: 0, PWMooler: 4
750691,36.56, 89
Vazao | Tempo: 750692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 751032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 751532, Pulsos: 0, PWMooler: 4
752191,36.56, 90
Vazao | Tempo: 752192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 752532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 753032, Pulsos: 0, PWMooler: 4
753691,36.56, 90
Vazao | Tempo: 753692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 754032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 754532, Pulsos: 0, PWMooler: 4
755191,36.56, 90
Vazao | Tempo: 755192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 755532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 756032, Pulsos: 0, PWMooler: 4
756691,36.62, 89
Vazao | Tempo: 756692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 757032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 757532, Pulsos: 0, PWMooler: 4
758191,36.62, 90
Vazao | Tempo: 758192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 758532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 759032, Pulsos: 0, PWMooler: 4
759691,36.62, 90
Vazao | Tempo: 759692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 760032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 760532, Pulsos: 0, PWMooler: 4
761191,36.62, 90
Vazao | Tempo: 761192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 761532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 762032, Pulsos: 0, PWMooler: 4
762691,36.62, 90
Vazao | Tempo: 762692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 763032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 763532, Pulsos: 0, PWMooler: 4
764191,36.62, 90
Vazao | Tempo: 764192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 764532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 765032, Pulsos: 0, PWMooler: 4
765691,36.69, 90
Vazao | Tempo: 765692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 766032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 766532, Pulsos: 0, PWMooler: 4
767191,36.69, 90
Vazao | Tempo: 767192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 767532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 768032, Pulsos: 0, PWMooler: 4
768691,36.69, 90
Vazao | Tempo: 768692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 769032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 769532, Pulsos: 0, PWMooler: 4
770191,36.69, 90
Vazao | Tempo: 770192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 770532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 771032, Pulsos: 0, PWMooler: 4
771691,36.69, 90
Vazao | Tempo: 771692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 772032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 772532, Pulsos: 0, PWMooler: 4
773191,36.69, 90
Vazao | Tempo: 773192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 773532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 774032, Pulsos: 0, PWMooler: 4
774691,36.69, 90
Vazao | Tempo: 774692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 775032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 775532, Pulsos: 0, PWMooler: 4
776191,36.75, 90
Vazao | Tempo: 776192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 776532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 777032, Pulsos: 0, PWMooler: 4
777691,36.75, 90
Vazao | Tempo: 777692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 778032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 778532, Pulsos: 0, PWMooler: 4
779191,36.75, 90
Vazao | Tempo: 779192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 779532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 780032, Pulsos: 0, PWMooler: 4
780691,36.75, 90
Vazao | Tempo: 780692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 781032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 781532, Pulsos: 0, PWMooler: 4
782191,36.75, 90
Vazao | Tempo: 782192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 782532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 783032, Pulsos: 0, PWMooler: 4
783691,36.75, 90
Vazao | Tempo: 783692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 784032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 784532, Pulsos: 0, PWMooler: 4
785191,36.81, 90
Vazao | Tempo: 785192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 785532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 786032, Pulsos: 0, PWMooler: 4
786691,36.81, 90
Vazao | Tempo: 786692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 787032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 787532, Pulsos: 0, PWMooler: 4
788191,36.81, 90
Vazao | Tempo: 788192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 788532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 789032, Pulsos: 0, PWMooler: 4
789691,36.81, 90
Vazao | Tempo: 789692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 790032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 790532, Pulsos: 0, PWMooler: 4
791191,36.81, 90
Vazao | Tempo: 791192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 791532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 792032, Pulsos: 0, PWMooler: 4
792691,36.88, 90
Vazao | Tempo: 792692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 793032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 793532, Pulsos: 0, PWMooler: 4
794191,36.88, 90
Vazao | Tempo: 794192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 794532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 795032, Pulsos: 0, PWMooler: 4
795691,36.88, 90
Vazao | Tempo: 795692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 796032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 796532, Pulsos: 0, PWMooler: 4
797191,36.88, 90
Vazao | Tempo: 797192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 797532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 798032, Pulsos: 0, PWMooler: 4
798691,36.88, 90
Vazao | Tempo: 798692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 799032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 799532, Pulsos: 0, PWMooler: 4
800191,36.94, 90
Vazao | Tempo: 800192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 800532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 801032, Pulsos: 0, PWMooler: 4
801691,36.94, 90
Vazao | Tempo: 801692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 802032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 802532, Pulsos: 0, PWMooler: 4
803191,36.94, 90
Vazao | Tempo: 803192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 803532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 804032, Pulsos: 0, PWMooler: 4
804691,36.94, 90
Vazao | Tempo: 804692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 805032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 805532, Pulsos: 0, PWMooler: 4
806191,36.94, 90
Vazao | Tempo: 806192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 806532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 807032, Pulsos: 0, PWMooler: 4
807691,36.94, 90
Vazao | Tempo: 807692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 808032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 808532, Pulsos: 0, PWMooler: 4
809191,37.00, 90
Vazao | Tempo: 809192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 809532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 810032, Pulsos: 0, PWMooler: 4
810691,37.00, 90
Vazao | Tempo: 810692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 811032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 811532, Pulsos: 0, PWMooler: 4
812191,37.00, 90
Vazao | Tempo: 812192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 812532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 813032, Pulsos: 0, PWMooler: 4
813691,37.00, 90
Vazao | Tempo: 813692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 814032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 814532, Pulsos: 0, PWMooler: 4
815191,37.00, 91
Vazao | Tempo: 815192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 815532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 816032, Pulsos: 0, PWMooler: 4
816691,37.00, 91
Vazao | Tempo: 816692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 817032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 817532, Pulsos: 0, PWMooler: 4
818191,37.06, 90
Vazao | Tempo: 818192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 818532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 819032, Pulsos: 0, PWMooler: 4
819691,37.06, 90
Vazao | Tempo: 819692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 820032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 820532, Pulsos: 0, PWMooler: 4
821191,37.06, 91
Vazao | Tempo: 821192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 821532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 822032, Pulsos: 0, PWMooler: 4
822691,37.06, 91
Vazao | Tempo: 822692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 823032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 823532, Pulsos: 0, PWMooler: 4
824191,37.06, 91
Vazao | Tempo: 824192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 824532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 825032, Pulsos: 0, PWMooler: 4
825691,37.06, 91
Vazao | Tempo: 825692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 826032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 826532, Pulsos: 0, PWMooler: 4
827191,37.12, 90
Vazao | Tempo: 827192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 827532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 828032, Pulsos: 0, PWMooler: 4
828691,37.12, 91
Vazao | Tempo: 828692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 829032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 829532, Pulsos: 0, PWMooler: 4
830191,37.12, 91
Vazao | Tempo: 830192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 830532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 831032, Pulsos: 0, PWMooler: 4
831691,37.12, 91
Vazao | Tempo: 831692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 832032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 832532, Pulsos: 0, PWMooler: 4
833191,37.12, 91
Vazao | Tempo: 833192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 833532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 834032, Pulsos: 0, PWMooler: 4
834691,37.19, 91
Vazao | Tempo: 834692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 835032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 835532, Pulsos: 0, PWMooler: 4
836191,37.19, 91
Vazao | Tempo: 836192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 836532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 837032, Pulsos: 0, PWMooler: 4
837691,37.19, 91
Vazao | Tempo: 837692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 838032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 838532, Pulsos: 0, PWMooler: 4
839191,37.19, 91
Vazao | Tempo: 839192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 839532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 840032, Pulsos: 0, PWMooler: 4
840691,37.19, 91
Vazao | Tempo: 840692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 841032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 841532, Pulsos: 0, PWMooler: 4
842191,37.19, 91
Vazao | Tempo: 842192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 842532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 843032, Pulsos: 0, PWMooler: 4
843691,37.19, 91
Vazao | Tempo: 843692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 844032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 844532, Pulsos: 0, PWMooler: 4
845191,37.25, 91
Vazao | Tempo: 845192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 845532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 846032, Pulsos: 0, PWMooler: 4
846691,37.25, 91
Vazao | Tempo: 846692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 847032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 847532, Pulsos: 0, PWMooler: 4
848191,37.25, 91
Vazao | Tempo: 848192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 848532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 849032, Pulsos: 0, PWMooler: 4
849691,37.25, 91
Vazao | Tempo: 849692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 850032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 850532, Pulsos: 0, PWMooler: 4
851191,37.25, 91
Vazao | Tempo: 851192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 851532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 852032, Pulsos: 0, PWMooler: 4
852691,37.25, 91
Vazao | Tempo: 852692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 853032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 853532, Pulsos: 0, PWMooler: 4
854191,37.25, 91
Vazao | Tempo: 854192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 854532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 855032, Pulsos: 0, PWMooler: 4
855691,37.25, 91
Vazao | Tempo: 855692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 856032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 856532, Pulsos: 0, PWMooler: 4
857191,37.25, 91
Vazao | Tempo: 857192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 857532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 858032, Pulsos: 0, PWMooler: 4
858691,37.31, 91
Vazao | Tempo: 858692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 859032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 859532, Pulsos: 0, PWMooler: 4
860191,37.25, 91
Vazao | Tempo: 860192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 860532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 861032, Pulsos: 0, PWMooler: 4
861691,37.31, 91
Vazao | Tempo: 861692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 862032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 862532, Pulsos: 0, PWMooler: 4
863191,37.31, 91
Vazao | Tempo: 863192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 863532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 864032, Pulsos: 0, PWMooler: 4
864691,37.31, 91
Vazao | Tempo: 864692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 865032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 865532, Pulsos: 0, PWMooler: 4
866191,37.31, 91
Vazao | Tempo: 866192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 866532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 867032, Pulsos: 0, PWMooler: 4
867691,37.31, 91
Vazao | Tempo: 867692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 868032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 868532, Pulsos: 0, PWMooler: 4
869191,37.31, 91
Vazao | Tempo: 869192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 869532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 870032, Pulsos: 0, PWMooler: 4
870691,37.31, 91
Vazao | Tempo: 870692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 871032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 871532, Pulsos: 0, PWMooler: 4
872191,37.31, 91
Vazao | Tempo: 872192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 872532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 873032, Pulsos: 0, PWMooler: 4
873691,37.31, 91
Vazao | Tempo: 873692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 874032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 874532, Pulsos: 0, PWMooler: 4
875191,37.38, 91
Vazao | Tempo: 875192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 875532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 876032, Pulsos: 0, PWMooler: 4
876691,37.38, 91
Vazao | Tempo: 876692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 877032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 877532, Pulsos: 0, PWMooler: 4
878191,37.38, 91
Vazao | Tempo: 878192, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 878532, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 879032, Pulsos: 0, PWMooler: 4
879691,37.38, 91
Vazao | Tempo: 879692, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 880032, Pulsos: 0, PWMooler: 4
Vazao | Tempo: 880532, Pulsos: 0, PWMooler: 4
881191,37.38, 91
Vazao | Tempo: 881192, Pulsos: 0, PWMooler: 4
